V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231
-0.134795,0.0557839,0.675543134,-0.131207,-0.000396776,0.638106202,-0.122031,-0.0487044,0.519292921,-0.107288,-0.0923027,0.363047776,-0.0783028,-0.135203,0.336710798,-0.037418,-0.172644,0.906005263,0.00442298,-0.184782,1.055500196,0.0448215,-0.175554,0.889720848,0.0885488,-0.141038,0.338709564,0.122842,-0.0977595,0.357975136,0.137404,-0.0480249,0.521544759,0.14327,0.00255735,0.639749607,0.142055,0.0587225,0.674135493,0.0677703,0.189714,1.155299131,0.00220192,0.202006,1.299526825,-0.0635419,0.187407,1.149284035,-0.0640375,0.111479,1.433690211,-0.0909079,0.114818,1.25043559,-0.114733,0.0999459,1.106900432,-0.0909854,0.102955,1.227724441,-0.066498,0.0980492,1.362296218,-0.0388419,0.0939139,1.430453474,0.0260233,0.0950725,1.429740185,0.0490785,0.113114,1.433296133,0.0752096,0.117689,1.2527443,0.102809,0.104854,1.108136143,0.0759179,0.105029,1.228278535,0.0521544,0.0996476,1.340471117,0.0638735,0.0774246,1.338273293,-0.0690205,0.0751282,1.336699449,-0.0438713,0.0504447,1.247698536,-0.0564588,0.0608092,1.346581172,-0.0698733,0.0656424,1.349292564,-0.0817629,0.0617653,1.306674036,-0.0936833,0.0531427,1.170591976,-0.0810804,0.0451509,1.253393662,-0.0692373,0.0419099,1.287747315,-0.0565672,0.0442,1.284010619,-0.0675729,0.0545541,1.259795191,0.0645302,0.0568557,1.259923523,0.03919,0.0522754,1.251297803,0.051126,0.0632707,1.348536895,0.0638064,0.0671427,1.350947977,0.0764404,0.0638965,1.307413606,0.0890485,0.0566956,1.168058919,0.0771229,0.0472821,1.282307503,0.0652334,0.043405,1.289578789,0.0525994,0.0466512,1.290181249,0.0206841,0.00414843,1.60025713,-0.0022575,0.00350723,1.766145439,-0.0244082,0.00286086,1.60321274,-0.0238754,-0.0366899,1.622826253,-0.00164211,-0.023389,1.844956062,0.0220027,-0.0361985,1.627579696,0.0442308,-0.0236884,1.50951034,0.0338354,-0.0410214,1.465369389,0.000555108,-0.0502955,1.578533063,-0.0334025,-0.0421644,1.473384082,-0.0443669,-0.0254829,1.519304403,-0.0503318,-0.0910926,1.357444084,-0.0304815,-0.079358,1.532787601,-0.0106829,-0.0755324,1.644961018,0.00196657,-0.076406,1.651980489,0.0146315,-0.0749067,1.644494495,0.0359655,-0.0782098,1.537751705,0.0588349,-0.0886413,1.35795414,0.0271829,-0.0908076,1.451368491,0.00265424,-0.0922294,1.551125618,-0.0202822,-0.0920797,1.446646906,-0.0211144,-0.0984018,1.443082333,0.00337804,-0.102516,1.548362586,0.0279273,-0.097931,1.444386509,0.0460564,-0.107541,1.398883798,0.0270022,-0.11849,1.517320828,0.00403989,-0.122294,1.591869781,-0.0188811,-0.119772,1.515632988,-0.037005,-0.109371,1.396927522
