"","X0","Y0","Z0","X1","Y1","Z1","X2","Y2","Z2","X3","Y3","Z3","X4","Y4","Z4","X5","Y5","Z5","X6","Y6","Z6","X7","Y7","Z7","X8","Y8","Z8","X9","Y9","Z9","X10","Y10","Z10","X11","Y11","Z11","X12","Y12","Z12","X13","Y13","Z13","X14","Y14","Z14","X15","Y15","Z15","X16","Y16","Z16","X17","Y17","Z17","X18","Y18","Z18","X19","Y19","Z19","X20","Y20","Z20","X21","Y21","Z21","X22","Y22","Z22","X23","Y23","Z23","X24","Y24","Z24","X25","Y25","Z25","X26","Y26","Z26","X27","Y27","Z27","X28","Y28","Z28","X29","Y29","Z29","X30","Y30","Z30","X31","Y31","Z31","X32","Y32","Z32","X33","Y33","Z33","X34","Y34","Z34","X35","Y35","Z35","X36","Y36","Z36","X37","Y37","Z37","X38","Y38","Z38","X39","Y39","Z39","X40","Y40","Z40","X41","Y41","Z41","X42","Y42","Z42","X43","Y43","Z43","X44","Y44","Z44","X45","Y45","Z45","X46","Y46","Z46","X47","Y47","Z47","X48","Y48","Z48","X49","Y49","Z49","X50","Y50","Z50","X51","Y51","Z51","X52","Y52","Z52","X53","Y53","Z53","X54","Y54","Z54","X55","Y55","Z55","X56","Y56","Z56","X57","Y57","Z57","X58","Y58","Z58","X59","Y59","Z59","X60","Y60","Z60","X61","Y61","Z61","X62","Y62","Z62","X63","Y63","Z63","X64","Y64","Z64","X65","Y65","Z65","X66","Y66","Z66","X67","Y67","Z67","X68","Y68","Z68","X69","Y69","Z69","X70","Y70","Z70","X71","Y71","Z71","X72","Y72","Z72","X73","Y73","Z73","X74","Y74","Z74","X75","Y75","Z75","X76","Y76","Z76"
"original",-0.134795,0.0557839,0.675543134,-0.131207,-0.000396776,0.638106202,-0.122031,-0.0487044,0.519292921,-0.107288,-0.0923027,0.363047776,-0.0783028,-0.135203,0.336710798,-0.037418,-0.172644,0.906005263,0.00442298,-0.184782,1.055500196,0.0448215,-0.175554,0.889720848,0.0885488,-0.141038,0.338709564,0.122842,-0.0977595,0.357975136,0.137404,-0.0480249,0.521544759,0.14327,0.00255735,0.639749607,0.142055,0.0587225,0.674135493,0.0677703,0.189714,1.155299131,0.00220192,0.202006,1.299526825,-0.0635419,0.187407,1.149284035,-0.0640375,0.111479,1.433690211,-0.0909079,0.114818,1.25043559,-0.114733,0.0999459,1.106900432,-0.0909854,0.102955,1.227724441,-0.066498,0.0980492,1.362296218,-0.0388419,0.0939139,1.430453474,0.0260233,0.0950725,1.429740185,0.0490785,0.113114,1.433296133,0.0752096,0.117689,1.2527443,0.102809,0.104854,1.108136143,0.0759179,0.105029,1.228278535,0.0521544,0.0996476,1.340471117,0.0638735,0.0774246,1.338273293,-0.0690205,0.0751282,1.336699449,-0.0438713,0.0504447,1.247698536,-0.0564588,0.0608092,1.346581172,-0.0698733,0.0656424,1.349292564,-0.0817629,0.0617653,1.306674036,-0.0936833,0.0531427,1.170591976,-0.0810804,0.0451509,1.253393662,-0.0692373,0.0419099,1.287747315,-0.0565672,0.0442,1.284010619,-0.0675729,0.0545541,1.259795191,0.0645302,0.0568557,1.259923523,0.03919,0.0522754,1.251297803,0.051126,0.0632707,1.348536895,0.0638064,0.0671427,1.350947977,0.0764404,0.0638965,1.307413606,0.0890485,0.0566956,1.168058919,0.0771229,0.0472821,1.282307503,0.0652334,0.043405,1.289578789,0.0525994,0.0466512,1.290181249,0.0206841,0.00414843,1.60025713,-0.0022575,0.00350723,1.766145439,-0.0244082,0.00286086,1.60321274,-0.0238754,-0.0366899,1.622826253,-0.00164211,-0.023389,1.844956062,0.0220027,-0.0361985,1.627579696,0.0442308,-0.0236884,1.50951034,0.0338354,-0.0410214,1.465369389,0.000555108,-0.0502955,1.578533063,-0.0334025,-0.0421644,1.473384082,-0.0443669,-0.0254829,1.519304403,-0.0503318,-0.0910926,1.357444084,-0.0304815,-0.079358,1.532787601,-0.0106829,-0.0755324,1.644961018,0.00196657,-0.076406,1.651980489,0.0146315,-0.0749067,1.644494495,0.0359655,-0.0782098,1.537751705,0.0588349,-0.0886413,1.35795414,0.0271829,-0.0908076,1.451368491,0.00265424,-0.0922294,1.551125618,-0.0202822,-0.0920797,1.446646906,-0.0211144,-0.0984018,1.443082333,0.00337804,-0.102516,1.548362586,0.0279273,-0.097931,1.444386509,0.0460564,-0.107541,1.398883798,0.0270022,-0.11849,1.517320828,0.00403989,-0.122294,1.591869781,-0.0188811,-0.119772,1.515632988,-0.037005,-0.109371,1.396927522
"computed",-1.10526593246211,1.00837403853476,0.479748755149091,-1.04993379902199,-0.0374939629540556,0.801623324210572,-1.09690673370042,-0.254478842149645,0.516318053213884,-0.883893891451653,-0.906979702804744,0.558036815191067,-0.902467901278886,-0.920136775924438,0.0249848868403454,-0.211701206377704,-1.43550571671748,0.691312303006597,1.03862467352173,-0.70294614980803,-0.207205467895497,0.233727062879373,-1.44093430336747,0.684497191161935,0.917235895350395,-0.943962332887795,0.028440870113293,0.891182299872016,-0.909847282746861,0.553999285572457,1.12319934530339,-0.263753904131614,0.517123654599243,1.09145678126069,-0.0328495145428323,0.805322268102899,1.10852925984699,1.00347494867919,0.476826120468611,0.630423502003227,1.2061591740083,1.15327433363621,1.30827635309113,0.619080826964269,-0.493594722589386,-0.637339440925906,1.23128484940834,1.12601389677673,-0.495208331563048,1.73709658870413,1.0764847000042,-0.589699350659534,0.104133432413938,1.17840479210151,-0.786515345203055,0.748854131518788,1.1611249636352,-0.650277496554636,0.446684761379539,1.19548626427632,-1.00829338417719,1.06011308395952,0.78615768657204,-1.01657452490727,0.106780650132357,0.885962072242318,1.03956322751855,0.115797847648826,0.865171742531696,0.499066027847979,1.7340511309885,1.07781747381384,0.600834777172288,0.106314346213197,1.19333894309163,0.793055203578467,0.748169873330391,1.16437591382096,0.650774335816625,0.396231510563679,1.19631288745461,0.372982367487826,0.619022588417929,1.26867355602192,0.198471565114405,0.41147317328675,1.26471417187733,-0.188262159147773,0.408598163465707,1.26098608289183,-1.18063235158819,0.00365522321035405,-0.379193299230247,-0.338153869268591,0.413267754484947,1.21768804821578,-0.448574613235293,0.473810957274568,1.25572189884252,-0.537143417720887,0.478279753551276,1.26061439841352,-0.305635290965626,0.328626856488792,1.12349606001194,-0.306740508946989,-1.43608869952285,0.447013155113712,-0.349464426325897,0.404016087882788,1.21636913447852,-0.446847299384794,0.128065216813127,1.20508634633381,1.03956322751855,0.115797847648826,0.865171742531696,0.199903814875092,0.596772650257794,1.33421588734012,1.20744907499024,0.00395645088819957,-0.379323242172685,0.374400449529639,0.361553598607677,1.22492208846689,0.45231782753438,0.431460128782107,1.26274355719069,0.548500587297353,0.447399946670579,1.2656625715442,0.350059602909214,0.30581458854111,1.13128486864127,0.636750167221295,0.268122458911374,1.15283767754991,0.381839300622602,0.350556299488145,1.22344106288845,0.441891536071645,0.127815457248692,1.20243680046103,0.801321317824543,0.295968817394613,1.09806336392269,0.0720551310253737,-0.12093289653847,1.54848993735892,-0.795820792504503,0.35232253519,1.09644571145279,-0.178745868617213,-0.411591517460968,1.47602125759152,0.00471319185141572,-0.254804915759184,1.65442828653044,0.201264811815968,-0.415136595371481,1.47225090206915,0.298002463822778,-0.46226794734951,1.30496203577496,0.369290236022506,-0.362941061870376,1.26598042801833,0.230321255909996,-0.496556118240473,1.33208545572204,-0.359792545728544,-0.351178457818584,1.26859670593966,-0.29355821759594,-0.475442493032402,1.30963090287928,-0.344159632364791,-0.814089299297099,1.22529792001113,-0.131982776952481,0.261645860347556,1.28961280382702,-0.105385919722532,0.652031108861519,1.36453999927682,0.108340531604324,-0.704404961107198,1.47037023110311,0.111702583045842,0.652025343073701,1.36449747640727,0.141051396836816,0.26214002729075,1.29719158099776,0.364177161922357,-0.785378525607235,1.23116439402794,0.368301926290259,-0.797756961806115,1.1967503492373,0.101202391309678,-0.820867818762505,1.35266667088544,-0.337233651086168,-0.821702049578269,1.19612543018199,-0.343387484897064,0.278866503082894,1.178250299484,0.0952609142880739,-0.845201359519601,1.34236870929525,0.372317521846325,0.252093987588752,1.1837364983419,0.40885462138149,-0.777923654480592,1.19496257278101,0.164507690211603,-0.67300042155108,1.43715630171956,0.449421528447767,-0.770220939195282,1.17460944872777,-0.133238813126421,-0.677140101837664,1.43344810267654,-0.386516434374472,-0.806664189181547,1.1930770876656
