id,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63,X64,Y64,Z64,X65,Y65,Z65,X66,Y66,Z66,X67,Y67,Z67,X68,Y68,Z68,X69,Y69,Z69,X70,Y70,Z70,X71,Y71,Z71,X72,Y72,Z72,X73,Y73,Z73,X74,Y74,Z74,X75,Y75,Z75,X76,Y76,Z76
test,-0.134795,0.0557839,0.675543134,-0.131207,-0.000396776,0.638106202,-0.122031,-0.0487044,0.519292921,-0.107288,-0.0923027,0.363047776,-0.0783028,-0.135203,0.336710798,-0.037418,-0.172644,0.906005263,0.00442298,-0.184782,1.055500196,0.0448215,-0.175554,0.889720848,0.0885488,-0.141038,0.338709564,0.122842,-0.0977595,0.357975136,0.137404,-0.0480249,0.521544759,0.14327,0.00255735,0.639749607,0.142055,0.0587225,0.674135493,0.0677703,0.189714,1.155299131,0.00220192,0.202006,1.299526825,-0.0635419,0.187407,1.149284035,-0.0640375,0.111479,1.433690211,-0.0909079,0.114818,1.25043559,-0.114733,0.0999459,1.106900432,-0.0909854,0.102955,1.227724441,-0.066498,0.0980492,1.362296218,-0.0388419,0.0939139,1.430453474,0.0260233,0.0950725,1.429740185,0.0490785,0.113114,1.433296133,0.0752096,0.117689,1.2527443,0.102809,0.104854,1.108136143,0.0759179,0.105029,1.228278535,0.0521544,0.0996476,1.340471117,0.0638735,0.0774246,1.338273293,-0.0690205,0.0751282,1.336699449,-0.0438713,0.0504447,1.247698536,-0.0564588,0.0608092,1.346581172,-0.0698733,0.0656424,1.349292564,-0.0817629,0.0617653,1.306674036,-0.0936833,0.0531427,1.170591976,-0.0810804,0.0451509,1.253393662,-0.0692373,0.0419099,1.287747315,-0.0565672,0.0442,1.284010619,-0.0675729,0.0545541,1.259795191,0.0645302,0.0568557,1.259923523,0.03919,0.0522754,1.251297803,0.051126,0.0632707,1.348536895,0.0638064,0.0671427,1.350947977,0.0764404,0.0638965,1.307413606,0.0890485,0.0566956,1.168058919,0.0771229,0.0472821,1.282307503,0.0652334,0.043405,1.289578789,0.0525994,0.0466512,1.290181249,0.0206841,0.00414843,1.60025713,-0.0022575,0.00350723,1.766145439,-0.0244082,0.00286086,1.60321274,-0.0238754,-0.0366899,1.622826253,-0.00164211,-0.023389,1.844956062,0.0220027,-0.0361985,1.627579696,0.0442308,-0.0236884,1.50951034,0.0338354,-0.0410214,1.465369389,0.000555108,-0.0502955,1.578533063,-0.0334025,-0.0421644,1.473384082,-0.0443669,-0.0254829,1.519304403,-0.0503318,-0.0910926,1.357444084,-0.0304815,-0.079358,1.532787601,-0.0106829,-0.0755324,1.644961018,0.00196657,-0.076406,1.651980489,0.0146315,-0.0749067,1.644494495,0.0359655,-0.0782098,1.537751705,0.0588349,-0.0886413,1.35795414,0.0271829,-0.0908076,1.451368491,0.00265424,-0.0922294,1.551125618,-0.0202822,-0.0920797,1.446646906,-0.0211144,-0.0984018,1.443082333,0.00337804,-0.102516,1.548362586,0.0279273,-0.097931,1.444386509,0.0460564,-0.107541,1.398883798,0.0270022,-0.11849,1.517320828,0.00403989,-0.122294,1.591869781,-0.0188811,-0.119772,1.515632988,-0.037005,-0.109371,1.396927522
