v x y z
v 0.317657918903383 0.103871627392959 1.25555418911727
v 0.212727616996323 0.150152425513605 1.3018660606798
v 0.935185672123772 -0.441757965668545 0.99215534020223
v 0.965312097658344 -0.280581463641406 1.0449962325429
v 0.762266134622258 -0.283834693597244 1.22142259670186
v 0.765931362548092 -0.438900843414518 1.17494524765848
v 1.08967843846481 -0.271671457585895 0.745458445482741
v 0.930949944006941 -0.0610096474844468 1.0836678688648
v 1.10840839007991 0.323368468525566 0.572414294580926
v 0.747200629605126 -0.568501297731951 1.11607006480867
v 0.899757963291865 -0.60166378927518 0.920028845197532
v 0.0598833231759502 0.0726733636303305 1.42604081080732
v 0.00313767070170091 0.0891000508779382 1.44042686806914
v 0.00268419871271319 -0.0307187392497367 1.51765182822374
v 0.0639698780490151 -0.0416667754178461 1.49157591888436
v 0.472536036538261 1.47324641916566 1.20564296932411
v 0.449947475772848 1.24439119372345 1.27452320978264
v 0.630423502003227 1.2061591740083 1.15327433363621
v 0.660824065269645 1.42638046566582 1.07149813608591
v 0.00549528494692413 -1.54764540847609 0.319179739152369
v 0.113667952364285 -1.52151885131521 0.2923877252356
v 1.00555167565818 -0.607495278461338 0.64353715057871
v 0.0106505210431835 -1.48158408090506 0.991364372694246
v 0.686239612124388 -1.17030705453808 0.597521394618636
v 0.576174559907778 -1.37159529012333 0.0951702504534802
v 0.676169237130228 -1.29728928269594 -0.0353362168558938
v 0.00414041635307012 -1.68525206942791 0.166916744809944
v 0.0793842381927658 -0.185455634197946 1.58904439737244
v 0.139477311978938 -0.204781312794287 1.52603670942993
v 0.118686307565407 -0.0656765912914039 1.45793449924138
v 0.320558054529552 -0.223042073659034 1.28642852505452
v 0.230321255909996 -0.496556118240473 1.33208545572204
v 0.0132641417900353 -0.515469002460436 1.39903580034674
v 0.0435442802888716 -0.511928801112815 1.38958849651827
v 0.0838612885553538 -0.340413192215698 1.62708299049672
v 0.0927355041153255 -0.405384675741298 1.60329708109801
v 0.170286817017251 -0.39575888384 1.52450885288177
v 0.146769770089943 -0.33727501074583 1.5469488317226
v 0.351621931351208 -1.09132057058894 1.1437762407226
v 0.0174947659305849 -0.594030545872962 1.40469630944379
v 0.0767330046727025 -0.589640096802086 1.42069526820764
v 0.108941754336694 0.0506672494841527 1.40875507467014
v 0.285001276620955 -0.273222656630595 1.35605645140713
v 0.019290190315667 -0.688712864368009 1.4602548285684
v 0.0982209912923999 -0.667698378821405 1.46646433695583
v 0.366064467794208 -0.575514604698922 1.27274504214231
v 0.492331528573637 -0.544554431460982 1.21767385608772
v 0.231866916559878 -0.248079426016885 1.42989188070329
v 1.00976761208764 0.476675674312965 0.866026726074128
v 0.607022270141035 0.961376621748454 1.21214705785723
v 0.81792983998747 0.898804655941377 1.09024870603111
v 0.845152297466406 1.14870883260449 0.981291751274407
v 0.99279194941036 0.789320403204741 0.924800821246357
v 1.00618081840536 1.06548895959339 0.771298699562125
v 0.372982367487826 0.619022588417929 1.26867355602192
v 0.496542851853126 0.661866606709325 1.24474978248107
v 0.0993224775480357 0.190713243823525 1.33369245603924
v 0.05858686695835 0.303421192023529 1.32322193591916
v 0.0580277162239221 0.205864963586497 1.34456817757906
v 0.693362250528047 -0.0678042438697791 1.24171561075152
v 0.635874084799184 0.0365088839565513 1.21430028399092
v 1.03391867088049 0.296859290072251 0.811449671899986
v 0.614026331642172 0.786198512597608 1.24962474552897
v 0.289066277782607 0.255404876516905 1.19784038920831
v 0.341690095999544 0.395564398579102 1.21569325538283
v 0.927457108598163 0.289757152034672 0.992287475796512
v 0.769522727153543 0.309231407508493 1.09620228425382
v 0.622637244677414 0.64377789148717 1.21614834494166
v 0.832697902703553 0.436910730334399 1.09997635927072
v 0.748343400690119 0.484133918888892 1.17441341636897
v 0.276529255919337 0.521752788285761 1.25495688543163
v 0.198471565114405 0.41147317328675 1.26471417187733
v 0.538779957008281 0.501525484772168 1.25485306166248
v 0.437531838254659 0.477828119509311 1.2454775516466
v 0.316197705096555 0.458952746113176 1.21266364606637
v 0.353113761032264 0.284526913015895 1.13939421872339
v 0.381921196451899 0.262326161013928 1.13927884881012
v 0.800232159329047 0.320826389692288 1.08083105374675
v 0.00269977091665232 0.661753011801245 1.37653196783235
v 0.00353442364953186 0.525189494648871 1.34247486155992
v 0.0788068295498882 0.518049063761742 1.33301014494077
v 0.111702583045842 0.652025343073701 1.36449747640727
v 0.108340531604324 -0.704404961107198 1.47037023110311
v 0.0198587319760184 -0.728936953921895 1.46909147001453
v 0.177341236931667 -0.709382917165018 1.43874448296773
v 0.449421528447767 -0.770220939195282 1.17460944872777
v 0.0235510852311279 -0.973273147534145 1.34839991395021
v 0.10456903135786 -0.970410624386172 1.33581801907886
v 0.164507690211603 -0.67300042155108 1.43715630171956
v 0.207553741264127 -0.949926588250485 1.30180825953266
v 1.2485524914503 0.28998746954338 -0.745508595673128
v 1.21373443132266 0.261030477797857 -0.816873040573346
v 1.24741537566122 0.438938024369673 -0.789393994205937
v 1.28158022847239 0.448221140648833 -0.733901947279029
v 1.23920551368057 0.423930673393297 -0.19078591935142
v 1.26832867155822 0.623731004702794 -0.28633185613735
v 1.24284883019618 0.637924817749471 -0.112311502873984
v 1.21772230098948 0.389787905664982 0.0183712741726672
v 1.28709400484303 0.731367326719074 -0.41684329027428
v 1.29559849782239 0.709123692168038 -0.43076271156921
v 1.18415714287564 -0.0392461558125846 -0.728709467993654
v 1.1514506717016 -0.208964592744514 -0.674507958285646
v 1.17401781977834 0.0625709982392702 -0.814071123691088
v 1.21303573351691 0.118177371659655 -0.752959529229763
v 1.32126812538824 0.455942029223046 -0.761337068228689
v 1.29539318930515 0.296667454638377 -0.760560758585233
v 1.28297626598747 -0.0511512097475756 -0.711740346637919
v 1.31281242529531 0.104328486669005 -0.774424149629974
v 1.24131613411851 -0.167351622500225 -0.646537227051715
v 1.19410902150361 -0.268973466854622 -0.333989618713552
v 1.33715304030642 0.240937683698519 -0.622779292695636
v 1.29684367469289 -0.0343888063978666 -0.501656920480376
v 1.1959906687566 -0.135141506646066 -0.0979154140925753
v 1.17848466538252 -0.235686507370031 -0.148480075392781
v 1.25043435264746 0.00769657027353388 -0.321910523250604
v 1.25734423721448 -0.0509881420595965 -0.343166117288654
v 1.29799912625847 0.714069584202269 -0.423084298660994
v 1.36502681359309 0.479342543234193 -0.845753129539731
v 1.39060395942111 0.768203592621844 -0.402096541424927
v 1.36074057219015 0.773114955692538 -0.425911049370409
v 1.32964081942609 0.749214265257141 -0.44358210686275
v 1.48362966858252 0.654790631171336 -0.724973996476715
v 1.31977051462046 0.493938060047257 -0.308821221433448
v 1.29482452516539 0.388521389837998 -0.521813434028961
v 1.29753686838852 0.579018592295787 -0.687504353807466
v 1.32808571492216 0.594010564073955 -0.704565723606207
v 1.23422542164521 -0.0264674091350781 -0.704088603199552
v 1.32709387753296 0.688069642662692 -0.588073450910249
v 1.31336718571609 0.682285722754001 -0.587271978028332
v 1.30827635309113 0.619080826964269 -0.493594722589386
v 0.00228982256485627 1.50749019340618 1.33515382495793
v 0.251769864816225 1.49339639357371 1.33063440448769
v 0.269291932378518 1.80564043941385 1.15517136470608
v 0.00281452690701884 1.82230916092733 1.15979035646449
v 0.00239008162962713 1.27131024873112 1.39184426574797
v 0.236325795894448 1.24569959001831 1.38906696677116
v 0.412129272536188 0.984248699712659 1.31390570421357
v 0.0664732733842592 -0.480518554682573 1.5180077487336
v 0.00815831656292905 -0.47769010084551 1.54642965023398
v 0.0829127610131065 -0.258868251029143 1.62664144855709
v 0.00471319185141572 -0.254804915759184 1.65442828653044
v 0.00577069658407378 -0.343607263910439 1.65468250015807
v 0.00664586192697812 -0.40848838079494 1.63066880601953
v 0.00334578392812407 -0.176871376594512 1.62434353180024
v 0.00156707911623794 0.971045404101406 1.39137268967857
v 0.00181738877006393 0.79392379687368 1.38561985253102
v 0.190697678555088 0.795030882531055 1.38331047801462
v 0.209945188869579 0.975741290638807 1.38121941495062
v 0.00513151183288506 0.215387454769482 1.35723265248321
v 0.00718744818586528 0.313986265060964 1.32936602445541
v 0.499066027847979 1.7340511309885 1.07781747381384
v 0.457905998221382 0.790725086006275 1.31769853473553
v 0.554470782292445 0.416548027623381 1.21624723641117
v 0.529567757448874 0.555613657335712 1.24194645737671
v 0.414778256486306 0.535030981304463 1.23754083965353
v 0.712274012044912 1.9089049272649 0.666101835885421
v 0.685822244026371 1.65822039335638 0.956213141015688
v 0.640629670860754 0.533189073245794 1.22851965801741
v 0.860090399505843 1.3537656324717 0.876415233217406
v 0.649051105182493 0.477253387432026 1.22859572409766
v 0.74296449980179 0.436870011210524 1.17732315070516
v 0.650774335816625 0.396231510563679 1.19631288745461
v 0.763675173468779 0.604891477485504 1.15729796324766
v 1.0143153335753 1.27272991477633 0.640766738882182
v 0.731215731553687 0.363987322616026 1.12278729861186
v 0.874886874319726 0.537846822275001 1.05847345291936
v 1.02354648941044 -0.680465932631351 -0.471141441463792
v 1.29953215483318 0.700424818714088 -0.609390361074251
v 1.25739696207093 0.789372381936397 -0.749550099213977
v 1.11329235806511 0.193568050339531 -0.972738237323974
v 1.15245684264681 0.415277655242831 -0.931689810372427
v 1.20205771566758 0.614207437481012 -0.863554270969707
v 1.2725241018915 0.584879336174892 -0.725812647351732
v 1.06176519293614 -0.0442921222797175 -0.989990811085113
v 0.235447603322514 -1.49879718437756 0.259254603860998
v 0.391051166403771 -1.46544545604211 0.195685422061399
v 1.11347853742769 1.21321393200019 0.347341488934637
v 0.501962905144556 2.06011168322174 0.769130738341801
v 0.26722750022843 2.12635746634479 0.778307249513235
v 0.810305845217659 -1.04836403536047 0.554270788063892
v 0.136639412542697 -0.580131224957381 1.40315656790956
v 0.198000409882437 -0.585251565017584 1.37041207690025
v 1.13051331327755 -0.31968114143374 -0.542743677142972
v 1.15906713171263 -0.302918124839762 -0.00969454392068644
v 1.17656077754594 -0.178854837992555 0.063132646426498
v 1.1761192025405 0.344805864458018 0.28036532136398
v 1.18615660487609 0.0226333653948995 0.313895553581504
v 0.958344248877791 0.196212724122301 0.966816530204927
v 1.15384376003069 -0.231908442625189 0.265797422889176
v 1.12940472350216 -0.371540127146526 0.211128688243494
v 0.223000257792985 -0.135617593719939 1.3463349799695
v 0.245953658601777 -0.405790636313343 1.45297882881054
v 0.757184933881381 -1.00777213624379 0.824918911043154
v 1.05725054643456 -0.426499893525104 0.699695753023808
v 0.68520895375742 -1.10381160356121 0.843103608938765
v 0.870590359095871 0.0430973072939527 1.08709286196463
v 0.59543162191491 -0.860270816437176 1.07546335023982
v 0.561967898707717 -0.924778023945473 1.07387425061987
v 0.240276726229915 -1.12470912688534 1.17009446927614
v 0.142550976676338 -0.267137702398149 1.54692578581343
v 1.12319934530339 -0.263753904131614 0.517123654599243
v 1.1041201182048 -0.41653928330218 0.465398281008043
v 0.153842800955394 0.478148745481521 1.30528490401313
v 0.276208516736069 -0.589941325703457 1.32062521393532
v 0.532624688277781 -1.50745729807641 -0.0587060270753779
v 0.83961227930777 -1.11671324456396 -0.3491746002953
v 0.776546190922811 -1.21710074005897 -0.163185968104509
v 1.15516814489008 -0.32206661492956 -0.227088082127146
v 0.915804243206865 -0.939260353940292 -0.827612578521908
v 0.404060311436062 -1.57260702449599 0.00586465100306882
v 1.20675097196191 1.16829151970831 0.0116611029376518
v 0.907760741875445 -0.64406663795733 -1.00573253788872
v 0.497618040250703 2.27320925965022 0.264401508430433
v 0.260921127595787 2.33178732092245 0.266577044044101
v 0.276799798161039 2.32595677464222 -0.931711478453084
v 0.51539398184897 2.24608386122169 -0.873488634484684
v 0.509838109876088 1.94910060908335 -1.41919642830127
v 0.266434553610169 2.00404410726814 -1.48107583788134
v 0.494356679734153 1.53625817538167 -1.73406851305321
v 0.263503697245511 1.58504530639474 -1.79668637547639
v 0.501084268306617 2.38218586958873 -0.291165963505218
v 0.263854399960428 2.45340174980336 -0.319470617417847
v 0.0088885714913069 2.48348311838249 -0.335719389270204
v 0.00438585160773441 2.35340227858673 0.259455231947857
v 0.480768044408914 1.0899040283605 -1.89427142116093
v 0.26527269085091 1.13402189742539 -1.95043856259345
v 0.461430333975982 0.612224940576177 -1.88132974551904
v 0.254003048191773 0.618365244893711 -1.94149059792941
v 0.443462627253946 0.258763901189266 -1.84370359811845
v 0.40890942408511 -0.0495071247348177 -1.74171500258338
v 0.203565304065815 -0.0657294132516667 -1.77822622440073
v 0.233601177368976 0.27354162815593 -1.90139300990044
v 0.0118739116959986 0.274583511119755 -1.90863533646598
v 0.0143878041875798 0.62561264720898 -1.95635164423855
v 0.373832901859801 -0.401483638697031 -1.56997212776353
v 0.188276002986913 -0.427066802829023 -1.58325359124291
v 0.00654993866638705 -0.425087294626012 -1.5967175559165
v 0.95288016344744 1.95938770196535 0.177563959417733
v 0.725198330581013 2.13711523934447 0.231070867174133
v 0.932780084351027 1.68556471365554 -1.12453644622799
v 0.901662664556269 1.31469287545791 -1.41772325030184
v 0.71815313445692 1.44143878568399 -1.60445447027924
v 0.734675834284272 1.84067267504846 -1.2880751165148
v 0.730555732560202 2.11534926096854 -0.772746790317494
v 0.949479165433292 1.96374277050116 -0.670583616318986
v 0.956018099479157 2.05020758391506 -0.240139917286828
v 0.729697671731174 2.22895868835507 -0.259022327835052
v 0.869813467790206 0.926673915719173 -1.51678570960341
v 0.693660202278741 1.01117530114273 -1.72521071953145
v 0.831143692673122 0.555833402122556 -1.55554731852414
v 0.656109807695131 0.603486664422376 -1.73039336582619
v 0.79325584563073 0.212815990653257 -1.55764288441073
v 0.634784827124037 0.243195702460541 -1.72945245187691
v 0.765842453946894 -0.1036742653828 -1.4870279986811
v 0.608708971794237 -0.071959775296098 -1.64794811300853
v 0.549321063811952 -0.383451862207393 -1.49922775926277
v 1.18234839437463 1.69066445645308 -0.573977852499014
v 1.11298364623321 1.50302458311221 -0.960543637198718
v 1.14954726237246 1.74816096059771 -0.207579581327426
v 1.0746374966622 1.17196956444976 -1.21384702969526
v 1.00669684313828 0.831876172078675 -1.32193621491672
v 0.944540161058878 0.505853752302493 -1.35966183897226
v 0.900288040350924 0.192228212171236 -1.36591278663691
v 0.858118269010444 -0.118121349551014 -1.31802806321074
v 1.22721884252653 0.877488148209131 -0.85415691546938
v 1.10089892243095 0.426202840823599 -1.03926484749024
v 1.04979531039722 0.176906768649262 -1.07331346541868
v 1.1641703362623 0.660032037862661 -0.971866475657412
v 0.994231754448322 -0.0874624107385822 -1.08519606814203
v 0.934508373815731 -0.357453582657202 -1.06897882312574
v 1.48674277962749 0.692826196311772 -0.774417294913242
v 1.43620915426087 0.714097230695163 -0.808971444780631
v 1.40049554153707 0.780986312287446 -0.62217803557581
v 1.43302525245553 0.779574162104361 -0.61060304856907
v 1.31204111724771 0.698519608064053 -0.30319102117292
v 1.33802455074398 0.658954914716379 -0.291302940983905
v 1.28876632420788 0.72344426869119 -0.343007493992383
v 1.37242936807919 0.648843691044435 -0.765194997306097
v 1.36490433687924 0.737214762179467 -0.623510806909104
v 1.36325871240101 0.433887936792015 -0.721227212305666
v 1.41177876359778 0.71354910610832 -0.415561433923943
v 1.43058903512322 0.746066139022107 -0.594539715673748
v 0.00363440497296714 2.13139312671573 0.755828685921255
v 0.0180290883406729 2.34575375839578 -0.954577064376364
v 0.0206818286844744 2.0202207235575 -1.50938965222415
v 0.0182472754211226 1.59915377031871 -1.82202854297573
v 0.0185597606805415 1.14980431026888 -1.96029128370912
v 0.0059244550484751 -0.0671056198810671 -1.7754271060032
v 0.215195006924391 -1.47485863547479 0.465472695547362
v 0.316263606648546 -1.44491229333854 0.441216037149858
v 0.717234905317046 0.277610190910364 1.17784428116998
v 0.780996273883864 0.306494314895261 1.11869838801523
v 0.430420832868326 -0.775215027715132 1.16596080146933
v 0.364177161922357 -0.785378525607235 1.23116439402794
v 0.436391778620304 -0.774875572123823 1.17310186982631
v 0.470675613161302 -0.775292933058145 1.1707652834996
v 0.32695497033115 0.273350972625694 1.15699348533779
v 0.896992594860349 -0.957283328278193 -0.276550301629758
v 0.826627429455493 -1.47058531936791 -0.899864015348204
v 0.868493594030706 -1.59937166427594 -0.691551130968024
v 0.80772824457422 -1.75251019045424 -0.411647468574822
v 0.853070473930612 -1.67587867817977 -0.53938671961421
v 0.676045068464566 -1.60704366941352 -0.22204401560202
v 0.75795457594066 -1.52465925828419 -0.332294164917678
v 0.857909709281207 -1.35326097425035 -0.654606925548394
v 0.817056298038281 -1.44615580556454 -0.484845678419637
v 0.113823245159286 -1.8033690828174 -0.00493525291055441
v 0.263098130433803 -1.76480053987445 -0.0783040447919571
v 0.266292515808362 -1.9396825798658 -0.183554596456153
v 0.124161656654228 -1.99620163517052 -0.107637445556351
v 0.00268602999686313 -2.05180737134741 -0.000518035026704167
v 0.107842150210891 -1.48499728881574 0.490026724286256
v 0.0116129096693107 -1.48994487973689 0.515238523445962
v 0.460433265143802 -0.818350089649893 1.15817884090164
v 0.11952300890736 -1.08501752507765 1.21241003273403
v 0.231442816699647 -1.06239622319685 1.18545436334551
v 0.327689322329397 -1.02657825328546 1.17212781989686
v 0.0240479838577799 -1.094051349365 1.23200797663845
v 0.81052816946351 0.33754358371994 1.11806025423832
v 0.739156595915528 0.377977873413762 1.172589311395
v 0.65159680058879 0.418339902922639 1.2269387632391
v 0.550155058300266 0.435394506785258 1.2654479194009
v 0.457619310957592 0.421639340993411 1.26183720079251
v 0.381839300622602 0.350556299488145 1.22344106288845
v 0.562144807031307 0.255590585140342 1.2040742647485
v 0.372317521846325 0.252093987588752 1.1837364983419
v 0.279824089219814 -0.824854580616122 1.27126385760314
v 0.111834004915207 -0.77079601224848 1.42358326229633
v 0.187278081075165 -0.771383410610109 1.40608011011578
v 0.278518001847832 -0.789243670032652 1.3373891130469
v 0.192641856691404 -0.878291949634161 1.34002046644254
v 0.0952766318301352 -0.889653550413725 1.35751902905029
v 0.109424737221788 -1.01479915321585 1.2899457650169
v 0.0248917879961559 -1.02130678079331 1.30093734109002
v 0.0235679466513893 -0.896201515297199 1.35918059623827
v 0.0952609142880739 -0.845201359519601 1.34236870929525
v 0.0261560412207943 -0.850171067893181 1.34444613495798
v 0.180837950412788 -0.832855409280784 1.33313798608716
v 0.212707348826976 -0.987468242622188 1.26376389489488
v 0.305445678621021 -0.940989940947363 1.23135931623948
v 0.0221485254495864 -0.783466164789713 1.43304577386979
v 0.613536929956114 -1.25416301868549 0.24806239504976
v 0.739532350718733 -1.1661486030987 0.139105299292295
v 0.00281421988735867 -1.83426115759461 0.0735309239163401
v 0.71502174031518 -1.8148670202705 -0.309954097819925
v 0.563107586289423 -1.8510167515885 -0.24430376843978
v 0.526471544539336 -1.65973130806422 -0.155530084174851
v 0.505106633239865 -0.882472030866619 1.12653473009723
v 0.813374007253578 -1.09377941549566 -0.0458529666487531
v 0.878508705025438 -1.17810019058773 -0.854544102023817
v 0.411714565664562 -1.72271857184502 -0.112082068814079
v 0.424023323482787 -1.89955279444589 -0.192101957017899
v 0.286337692681667 -0.855284743325429 1.28401801104195
v 0.787421774346784 -1.35341339271762 -1.02001106006429
v 0.729574953213441 -1.28480525603454 -1.08736108143884
v 0.847174204659372 -1.00214935837862 -1.03324624170026
v 0.325331827025479 -1.15405838885776 -1.30552856423803
v 0.172363895085231 -1.14508172617292 -1.38734435402789
v 0.386307591949995 -0.747367594158961 -1.44409793083552
v 0.195840741806944 -0.728497452989915 -1.48836623935462
v 0.010022546102057 -0.744220224408052 -1.4983199646863
v 0.490618560213023 -1.19740986599559 -1.21727512160925
v 0.628268303574041 -1.24728832940405 -1.14424563910963
v 0.680744838437876 -0.834140006063796 -1.242567579232
v 0.55823151491958 -0.789530590548083 -1.3508367944127
v 0.785694200151316 -0.892542986235412 -1.15125080809153
v 0.00725080735395742 -1.13233449960387 -1.42328417468348
v 0.526908473401049 -0.190337533250371 1.27794157311384
v 0.484267180275816 -0.0639194066734823 1.27142172067742
v 0.452322440567696 0.0557316906271706 1.22388126448856
v 0.441891536071645 0.127815457248692 1.20243680046103
v 0.435213568837168 0.252093922293356 1.20431477778355
